Opened,Open,High,Low,Close,Volume
2020-05-01 00:00:00,8620.00000000,8643.48000000,8613.56000000,8641.55000000,150.74803500
2020-05-01 00:01:00,8641.80000000,8670.00000000,8640.00000000,8652.21000000,191.52643900
2020-05-01 00:02:00,8653.27000000,8654.05000000,8624.94000000,8627.50000000,61.08096700
2020-05-01 00:03:00,8627.47000000,8648.96000000,8625.29000000,8637.77000000,57.02832000
2020-05-01 00:04:00,8638.38000000,8650.07000000,8630.00000000,8634.33000000,43.72456500
2020-05-01 00:05:00,8634.33000000,8649.70000000,8634.12000000,8639.56000000,34.80146300
2020-05-01 00:06:00,8639.54000000,8664.56000000,8637.14000000,8652.97000000,137.47401700
2020-05-01 00:07:00,8654.54000000,8654.81000000,8639.00000000,8654.81000000,48.09037400
2020-05-01 00:08:00,8654.81000000,8673.45000000,8653.04000000,8655.48000000,57.26672000
2020-05-01 00:09:00,8655.50000000,8674.93000000,8655.50000000,8673.59000000,49.90580000
2020-05-01 00:10:00,8672.31000000,8673.99000000,8663.63000000,8666.78000000,72.82487100
2020-05-01 00:11:00,8667.60000000,8677.94000000,8665.00000000,8676.13000000,55.12797300
2020-05-01 00:12:00,8676.80000000,8696.80000000,8676.80000000,8688.38000000,118.80228400
2020-05-01 00:13:00,8687.15000000,8689.97000000,8670.09000000,8689.51000000,48.24126600
2020-05-01 00:14:00,8689.84000000,8690.00000000,8667.27000000,8681.07000000,63.35653200
2020-05-01 00:15:00,8681.10000000,8692.87000000,8680.32000000,8686.00000000,73.12787600
2020-05-01 00:16:00,8686.00000000,8691.00000000,8677.07000000,8677.63000000,51.59771800
2020-05-01 00:17:00,8677.52000000,8683.42000000,8667.11000000,8679.13000000,59.93597300
2020-05-01 00:18:00,8680.16000000,8685.32000000,8676.42000000,8681.62000000,32.82648500
2020-05-01 00:19:00,8681.59000000,8683.99000000,8667.62000000,8671.39000000,30.31296200
2020-05-01 00:20:00,8671.40000000,8671.76000000,8651.43000000,8658.07000000,53.21958300
2020-05-01 00:21:00,8658.21000000,8659.38000000,8637.93000000,8653.94000000,83.41616200
2020-05-01 00:22:00,8653.94000000,8663.09000000,8647.82000000,8661.38000000,41.51971200
2020-05-01 00:23:00,8661.38000000,8663.81000000,8651.54000000,8653.05000000,27.81054100
2020-05-01 00:24:00,8653.32000000,8669.97000000,8653.32000000,8669.97000000,32.12443300
2020-05-01 00:25:00,8669.99000000,8691.64000000,8669.91000000,8684.96000000,96.35885100
2020-05-01 00:26:00,8683.58000000,8690.23000000,8681.41000000,8689.24000000,37.25663500
2020-05-01 00:27:00,8689.39000000,8690.96000000,8682.15000000,8688.35000000,16.11146600
2020-05-01 00:28:00,8688.35000000,8713.00000000,8686.42000000,8712.70000000,112.16354300
2020-05-01 00:29:00,8712.42000000,8714.34000000,8694.72000000,8708.79000000,58.65469200
2020-05-01 00:30:00,8707.44000000,8711.85000000,8696.16000000,8706.57000000,61.29061200
2020-05-01 00:31:00,8706.66000000,8710.94000000,8698.14000000,8700.00000000,71.83391200
2020-05-01 00:32:00,8700.72000000,8714.84000000,8698.16000000,8712.10000000,63.18241000
2020-05-01 00:33:00,8712.62000000,8723.27000000,8708.01000000,8719.14000000,52.53838400
2020-05-01 00:34:00,8719.16000000,8724.99000000,8707.19000000,8715.39000000,96.15152600
2020-05-01 00:35:00,8715.39000000,8720.00000000,8707.55000000,8707.86000000,28.73299800
2020-05-01 00:36:00,8708.30000000,8708.82000000,8700.00000000,8706.41000000,44.89040700
2020-05-01 00:37:00,8705.99000000,8706.66000000,8693.25000000,8701.04000000,42.80165100
2020-05-01 00:38:00,8700.36000000,8717.25000000,8699.08000000,8714.03000000,32.93946900
2020-05-01 00:39:00,8715.73000000,8718.93000000,8700.71000000,8704.79000000,32.95331000
2020-05-01 00:40:00,8704.79000000,8726.91000000,8703.28000000,8724.28000000,40.34236000
2020-05-01 00:41:00,8724.72000000,8730.00000000,8714.45000000,8726.04000000,32.08885600
2020-05-01 00:42:00,8726.43000000,8728.35000000,8717.56000000,8727.91000000,23.07984700
2020-05-01 00:43:00,8727.51000000,8739.01000000,8722.62000000,8734.57000000,73.49311700
2020-05-01 00:44:00,8735.02000000,8735.63000000,8726.67000000,8732.90000000,63.40359400
2020-05-01 00:45:00,8732.90000000,8732.90000000,8715.84000000,8715.97000000,34.50006500
2020-05-01 00:46:00,8715.97000000,8723.52000000,8705.00000000,8705.07000000,116.53172200
2020-05-01 00:47:00,8706.74000000,8715.21000000,8706.34000000,8710.66000000,25.30096000
2020-05-01 00:48:00,8710.67000000,8721.84000000,8710.67000000,8716.63000000,24.22775900
2020-05-01 00:49:00,8718.68000000,8727.17000000,8712.01000000,8724.09000000,42.46907500
2020-05-01 00:50:00,8722.94000000,8723.97000000,8716.68000000,8721.18000000,31.00598200
2020-05-01 00:51:00,8720.55000000,8721.67000000,8711.17000000,8713.94000000,64.29429600
2020-05-01 00:52:00,8713.93000000,8714.07000000,8703.06000000,8706.77000000,57.77149700
2020-05-01 00:53:00,8707.26000000,8717.99000000,8706.43000000,8714.16000000,30.66918400
2020-05-01 00:54:00,8714.16000000,8716.17000000,8714.16000000,8715.58000000,14.42096600
2020-05-01 00:55:00,8715.88000000,8716.91000000,8695.52000000,8706.91000000,65.27546200
2020-05-01 00:56:00,8706.66000000,8706.89000000,8688.42000000,8692.11000000,103.93687600
2020-05-01 00:57:00,8691.93000000,8700.00000000,8691.92000000,8698.37000000,26.01986300
2020-05-01 00:58:00,8698.61000000,8699.97000000,8690.00000000,8693.00000000,30.24261000
2020-05-01 00:59:00,8693.11000000,8713.52000000,8692.20000000,8707.51000000,36.86363700
2020-05-01 01:00:00,8707.50000000,8715.92000000,8707.50000000,8715.00000000,33.77562400
2020-05-01 01:01:00,8715.01000000,8715.14000000,8708.84000000,8708.84000000,52.52970500
2020-05-01 01:02:00,8708.92000000,8719.32000000,8707.56000000,8719.31000000,31.21257700
2020-05-01 01:03:00,8718.45000000,8728.00000000,8714.96000000,8727.94000000,48.78888200
2020-05-01 01:04:00,8725.57000000,8729.90000000,8722.96000000,8724.22000000,49.75945900
2020-05-01 01:05:00,8725.10000000,8729.91000000,8723.48000000,8725.17000000,28.90485700
2020-05-01 01:06:00,8724.99000000,8729.93000000,8724.98000000,8728.46000000,27.94243200
2020-05-01 01:07:00,8727.79000000,8735.85000000,8725.40000000,8725.40000000,37.03703400
2020-05-01 01:08:00,8725.76000000,8730.00000000,8722.87000000,8724.27000000,22.91426100
2020-05-01 01:09:00,8723.85000000,8727.78000000,8719.60000000,8719.61000000,22.86602000
2020-05-01 01:10:00,8719.61000000,8725.99000000,8716.03000000,8718.95000000,27.87945700
2020-05-01 01:11:00,8718.65000000,8718.99000000,8710.73000000,8712.26000000,22.48475700
2020-05-01 01:12:00,8712.26000000,8715.15000000,8710.73000000,8713.94000000,10.94176200
2020-05-01 01:13:00,8713.94000000,8725.94000000,8713.63000000,8725.94000000,17.76760400
2020-05-01 01:14:00,8724.82000000,8725.00000000,8719.60000000,8722.07000000,13.07649300
2020-05-01 01:15:00,8722.05000000,8732.43000000,8720.51000000,8730.31000000,23.95559400
2020-05-01 01:16:00,8730.53000000,8745.00000000,8730.52000000,8744.47000000,62.03683100
2020-05-01 01:17:00,8744.47000000,8747.43000000,8737.67000000,8740.81000000,78.33299600
2020-05-01 01:18:00,8740.74000000,8745.64000000,8740.71000000,8742.48000000,18.22336200
2020-05-01 01:19:00,8742.56000000,8744.51000000,8731.49000000,8744.51000000,37.96480100
2020-05-01 01:20:00,8744.50000000,8755.88000000,8742.43000000,8745.70000000,88.49833600
2020-05-01 01:21:00,8745.74000000,8762.04000000,8745.74000000,8759.12000000,43.78475500
2020-05-01 01:22:00,8757.97000000,8761.35000000,8747.00000000,8754.30000000,43.30973400
2020-05-01 01:23:00,8754.30000000,8754.30000000,8737.42000000,8740.13000000,32.18819100
2020-05-01 01:24:00,8741.68000000,8752.25000000,8741.67000000,8744.57000000,18.02993300
2020-05-01 01:25:00,8745.09000000,8747.99000000,8735.00000000,8741.03000000,25.70308600
2020-05-01 01:26:00,8741.03000000,8748.07000000,8733.59000000,8747.19000000,68.45516400
2020-05-01 01:27:00,8747.19000000,8749.41000000,8741.55000000,8745.42000000,29.86866600
2020-05-01 01:28:00,8745.35000000,8747.30000000,8734.50000000,8736.88000000,17.85048500
2020-05-01 01:29:00,8737.82000000,8738.16000000,8700.01000000,8714.72000000,172.72800800
2020-05-01 01:30:00,8714.80000000,8715.05000000,8700.01000000,8709.48000000,71.89535900
2020-05-01 01:31:00,8708.89000000,8720.56000000,8708.09000000,8719.74000000,38.24899900
2020-05-01 01:32:00,8720.41000000,8720.41000000,8707.53000000,8711.94000000,34.37840100
2020-05-01 01:33:00,8711.27000000,8718.74000000,8708.13000000,8715.64000000,17.68417000
2020-05-01 01:34:00,8715.65000000,8717.16000000,8703.37000000,8711.52000000,25.33411200
2020-05-01 01:35:00,8711.49000000,8712.99000000,8683.00000000,8685.20000000,70.94546100
2020-05-01 01:36:00,8685.20000000,8695.22000000,8682.86000000,8691.19000000,52.77906200
2020-05-01 01:37:00,8691.38000000,8691.38000000,8683.30000000,8685.65000000,38.47188800
2020-05-01 01:38:00,8685.64000000,8694.00000000,8674.88000000,8682.71000000,44.58076200
2020-05-01 01:39:00,8681.85000000,8691.61000000,8663.34000000,8685.90000000,110.84003100
2020-05-01 01:40:00,8685.99000000,8699.31000000,8685.14000000,8695.63000000,37.40392400
2020-05-01 01:41:00,8695.62000000,8701.96000000,8693.66000000,8697.63000000,35.82514600
2020-05-01 01:42:00,8697.93000000,8700.31000000,8697.61000000,8699.08000000,12.17990600
2020-05-01 01:43:00,8699.39000000,8701.96000000,8697.61000000,8697.85000000,12.94653500
2020-05-01 01:44:00,8697.84000000,8699.91000000,8676.73000000,8676.94000000,68.44696100
2020-05-01 01:45:00,8677.18000000,8695.58000000,8675.36000000,8694.03000000,50.09565300
2020-05-01 01:46:00,8693.08000000,8702.14000000,8687.00000000,8696.53000000,51.32494900
2020-05-01 01:47:00,8697.27000000,8697.27000000,8680.80000000,8685.12000000,17.22513300
2020-05-01 01:48:00,8685.10000000,8688.37000000,8675.96000000,8680.70000000,16.43788900
2020-05-01 01:49:00,8680.69000000,8689.86000000,8678.62000000,8684.06000000,17.05108600
2020-05-01 01:50:00,8683.69000000,8683.69000000,8670.02000000,8670.03000000,30.32939800
2020-05-01 01:51:00,8671.34000000,8680.94000000,8671.34000000,8676.07000000,20.26078200
2020-05-01 01:52:00,8676.03000000,8689.97000000,8675.23000000,8688.91000000,27.75816800
2020-05-01 01:53:00,8687.80000000,8693.15000000,8687.20000000,8687.59000000,9.57208300
2020-05-01 01:54:00,8687.60000000,8689.99000000,8680.82000000,8681.63000000,13.59681400
2020-05-01 01:55:00,8682.52000000,8683.97000000,8675.99000000,8681.76000000,10.54289100
2020-05-01 01:56:00,8681.70000000,8681.70000000,8657.85000000,8665.97000000,64.83991700
2020-05-01 01:57:00,8665.97000000,8676.53000000,8665.97000000,8667.28000000,15.50777700
2020-05-01 01:58:00,8667.45000000,8669.99000000,8661.41000000,8667.27000000,24.06200700
2020-05-01 01:59:00,8667.44000000,8669.55000000,8660.08000000,8662.61000000,22.22848400
2020-05-01 02:00:00,8663.07000000,8669.83000000,8644.32000000,8661.35000000,121.12309600
2020-05-01 02:01:00,8661.65000000,8666.52000000,8658.80000000,8664.34000000,51.65735300
2020-05-01 02:02:00,8664.34000000,8684.85000000,8664.22000000,8680.54000000,69.29943800
2020-05-01 02:03:00,8681.17000000,8695.90000000,8680.05000000,8692.44000000,25.38221700
2020-05-01 02:04:00,8692.46000000,8699.29000000,8687.21000000,8691.10000000,41.00615700
2020-05-01 02:05:00,8690.02000000,8700.00000000,8687.52000000,8699.48000000,36.26606200
2020-05-01 02:06:00,8699.71000000,8704.00000000,8697.23000000,8699.00000000,28.07479600
2020-05-01 02:07:00,8699.86000000,8699.91000000,8692.81000000,8697.73000000,18.52893600
2020-05-01 02:08:00,8696.50000000,8702.16000000,8695.95000000,8698.43000000,21.04739100
2020-05-01 02:09:00,8698.06000000,8698.06000000,8695.00000000,8696.96000000,17.14653100
2020-05-01 02:10:00,8696.97000000,8700.00000000,8695.04000000,8695.04000000,24.91927100
2020-05-01 02:11:00,8695.82000000,8698.69000000,8695.00000000,8696.43000000,7.20295400
2020-05-01 02:12:00,8696.52000000,8699.81000000,8687.14000000,8688.03000000,26.63063700
2020-05-01 02:13:00,8688.03000000,8693.84000000,8683.01000000,8692.14000000,31.11400900
2020-05-01 02:14:00,8692.15000000,8692.15000000,8685.40000000,8687.85000000,8.22255400
2020-05-01 02:15:00,8687.85000000,8704.53000000,8687.69000000,8698.07000000,112.12920400
2020-05-01 02:16:00,8698.07000000,8700.28000000,8696.01000000,8698.62000000,13.61899600
2020-05-01 02:17:00,8698.62000000,8704.97000000,8698.62000000,8702.74000000,20.39166000
2020-05-01 02:18:00,8702.96000000,8710.63000000,8701.72000000,8708.47000000,28.07705400
2020-05-01 02:19:00,8708.47000000,8709.83000000,8698.20000000,8698.20000000,42.95822600
2020-05-01 02:20:00,8698.20000000,8711.00000000,8698.20000000,8706.00000000,31.92559900
2020-05-01 02:21:00,8706.00000000,8709.65000000,8705.73000000,8708.16000000,27.76537600
2020-05-01 02:22:00,8708.00000000,8709.66000000,8702.60000000,8705.45000000,21.94976000
2020-05-01 02:23:00,8704.49000000,8704.79000000,8700.00000000,8702.62000000,16.71631300
2020-05-01 02:24:00,8702.63000000,8703.24000000,8700.00000000,8700.44000000,6.69139500
2020-05-01 02:25:00,8700.44000000,8700.82000000,8690.03000000,8696.78000000,28.79082300
2020-05-01 02:26:00,8696.79000000,8707.91000000,8694.30000000,8703.96000000,18.66976300
2020-05-01 02:27:00,8703.96000000,8706.00000000,8696.46000000,8699.02000000,26.46184400
