Opened,Open,High,Low,Close,Volume
2018-04-28 23:00:00,685.69000000,686.86000000,685.25000000,686.00000000,364.38735000
2018-04-28 23:01:00,686.01000000,687.00000000,685.44000000,687.00000000,18.11304000
2018-04-28 23:02:00,686.77000000,688.00000000,686.20000000,686.65000000,90.66048000
2018-04-28 23:03:00,686.70000000,687.43000000,686.62000000,686.71000000,9.87710000
2018-04-28 23:04:00,687.40000000,687.66000000,687.01000000,687.57000000,18.79505000
2018-04-28 23:05:00,687.57000000,687.65000000,687.00000000,687.21000000,8.41270000
2018-04-28 23:06:00,687.21000000,687.66000000,687.00000000,687.20000000,24.23898000
2018-04-28 23:07:00,687.20000000,687.57000000,687.00000000,687.00000000,36.81402000
2018-04-28 23:08:00,687.20000000,687.59000000,687.04000000,687.58000000,17.21521000
2018-04-28 23:09:00,687.58000000,687.95000000,687.58000000,687.59000000,7.94728000
2018-04-28 23:10:00,687.59000000,687.95000000,687.59000000,687.61000000,23.12175000
2018-04-28 23:11:00,687.61000000,687.99000000,687.61000000,687.90000000,52.16676000
2018-04-28 23:12:00,687.90000000,687.90000000,687.05000000,687.61000000,8.89369000
2018-04-28 23:13:00,687.61000000,687.61000000,687.09000000,687.23000000,9.14159000
2018-04-28 23:14:00,687.23000000,687.78000000,687.20000000,687.26000000,25.31974000
2018-04-28 23:15:00,687.75000000,687.99000000,687.25000000,687.51000000,163.17341000
2018-04-28 23:16:00,687.98000000,687.99000000,687.06000000,687.99000000,53.36793000
2018-04-28 23:17:00,687.99000000,687.99000000,682.30000000,683.34000000,252.08027000
2018-04-28 23:18:00,682.70000000,683.40000000,682.31000000,682.84000000,75.51278000
2018-04-28 23:19:00,682.84000000,683.16000000,682.30000000,683.15000000,56.70825000
2018-04-28 23:20:00,683.15000000,683.20000000,682.00000000,682.99000000,41.49134000
2018-04-28 23:21:00,682.99000000,683.32000000,682.92000000,683.32000000,27.83595000
2018-04-28 23:22:00,683.32000000,683.32000000,682.65000000,683.32000000,19.81346000
2018-04-28 23:23:00,683.32000000,683.32000000,682.80000000,683.22000000,6.80729000
2018-04-28 23:24:00,683.22000000,683.22000000,682.80000000,683.22000000,55.21662000
2018-04-28 23:25:00,682.80000000,683.22000000,682.19000000,682.39000000,30.95748000
2018-04-28 23:26:00,682.39000000,683.20000000,682.22000000,683.00000000,37.33709000
2018-04-28 23:27:00,682.29000000,683.00000000,682.07000000,682.08000000,15.77503000
2018-04-28 23:28:00,682.84000000,682.84000000,681.00000000,682.08000000,18.34197000
2018-04-28 23:29:00,682.00000000,682.08000000,680.42000000,681.77000000,27.11843000
2018-04-28 23:30:00,681.77000000,681.79000000,680.43000000,681.57000000,46.55259000
2018-04-28 23:31:00,680.45000000,681.64000000,680.43000000,681.64000000,29.11057000
2018-04-28 23:32:00,681.61000000,681.61000000,680.63000000,681.45000000,19.54189000
2018-04-28 23:33:00,681.40000000,681.95000000,680.74000000,681.88000000,22.27779000
2018-04-28 23:34:00,681.88000000,681.96000000,681.45000000,681.91000000,61.81729000
2018-04-28 23:35:00,682.00000000,683.09000000,681.90000000,683.07000000,27.29608000
2018-04-28 23:36:00,683.09000000,683.32000000,683.09000000,683.21000000,26.78179000
